year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,total_delay
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",27.0,11.0,3.48,1.0,1.59,0.0,4.93,0.0,0.0,989.0,253.0,100.0,91.0,0.0,545.0,898.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ILM,"Wilmington, NC: Wilmington International",57.0,16.0,7.03,0.9,3.13,0.0,4.94,0.0,0.0,1861.0,512.0,744.0,88.0,0.0,517.0,1773.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,IND,"Indianapolis, IN: Indianapolis International",6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",48.0,16.0,6.63,0.0,1.85,0.0,7.52,0.0,0.0,1411.0,542.0,0.0,110.0,0.0,759.0,1301.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,LEX,"Lexington, KY: Blue Grass",89.0,18.0,2.86,0.0,1.83,0.0,13.31,0.0,0.0,2878.0,809.0,0.0,92.0,0.0,1977.0,2786.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,LGA,"New York, NY: LaGuardia",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",79.0,14.0,4.02,0.15,2.53,0.0,7.3,0.0,0.0,1060.0,258.0,22.0,139.0,0.0,641.0,921.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,LNK,"Lincoln, NE: Lincoln Airport",34.0,7.0,1.66,0.06,2.56,0.0,2.72,1.0,0.0,1307.0,141.0,50.0,212.0,0.0,904.0,1095.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MDT,"Harrisburg, PA: Harrisburg International",34.0,8.0,2.52,0.0,1.92,0.0,3.56,0.0,0.0,591.0,205.0,0.0,79.0,0.0,307.0,512.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MEM,"Memphis, TN: Memphis International",33.0,7.0,2.5,0.0,1.88,0.0,2.62,0.0,0.0,869.0,187.0,0.0,130.0,0.0,552.0,739.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MHT,"Manchester, NH: Manchester Boston Regional",53.0,19.0,4.2,0.0,1.72,0.0,13.07,0.0,0.0,1986.0,457.0,0.0,69.0,0.0,1460.0,1917.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MLI,"Moline, IL: Quad Cities International",3.0,1.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,104.0,0.0,26.0,0.0,0.0,78.0,104.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MSN,"Madison, WI: Dane County Regional-Truax Field",46.0,8.0,2.03,0.0,0.66,0.0,5.31,0.0,0.0,558.0,188.0,0.0,58.0,0.0,312.0,500.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,OMA,"Omaha, NE: Eppley Airfield",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ORD,"Chicago, IL: Chicago O'Hare International",1514.0,336.0,65.43,13.63,100.92,0.0,156.02,7.0,5.0,33844.0,4988.0,2096.0,8255.0,0.0,18505.0,25589.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ORF,"Norfolk, VA: Norfolk International",18.0,3.0,1.0,0.0,1.03,0.0,0.97,0.0,0.0,261.0,68.0,0.0,55.0,0.0,138.0,206.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,PHL,"Philadelphia, PA: Philadelphia International",76.0,17.0,8.01,0.0,4.91,0.0,4.08,0.0,0.0,1965.0,1101.0,0.0,179.0,0.0,685.0,1786.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,PIT,"Pittsburgh, PA: Pittsburgh International",55.0,13.0,4.01,0.0,3.29,0.0,5.69,0.0,1.0,717.0,166.0,0.0,95.0,0.0,456.0,622.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,PVD,"Providence, RI: Rhode Island Tf Green International",68.0,22.0,8.56,0.0,5.26,0.0,8.17,2.0,0.0,1288.0,458.0,0.0,150.0,0.0,680.0,1138.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,PWM,"Portland, ME: Portland International Jetport",25.0,3.0,0.05,0.0,0.47,0.0,2.48,0.0,0.0,322.0,8.0,0.0,7.0,0.0,307.0,315.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,32.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,RIC,"Richmond, VA: Richmond International",228.0,69.0,18.01,1.16,10.56,0.0,39.27,1.0,0.0,10469.0,1426.0,97.0,500.0,0.0,8446.0,9969.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",62.0,25.0,6.37,0.95,7.21,0.0,10.46,1.0,0.0,2583.0,368.0,843.0,380.0,0.0,992.0,2203.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",85.0,19.0,5.94,0.0,4.94,0.0,8.11,0.0,0.0,1930.0,323.0,0.0,209.0,0.0,1398.0,1721.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SAV,"Savannah, GA: Savannah/Hilton Head International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SCE,"State College, PA: University Park",15.0,7.0,4.63,0.0,0.6,0.0,1.77,0.0,0.0,444.0,307.0,0.0,17.0,0.0,120.0,427.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SDF,"Louisville, KY: Louisville Muhammad Ali International",3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SGF,"Springfield, MO: Springfield-Branson National",4.0,2.0,0.1,0.0,0.0,0.0,1.9,0.0,0.0,223.0,18.0,0.0,0.0,0.0,205.0,223.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,STL,"St. Louis, MO: St Louis Lambert International",199.0,41.0,10.77,2.0,6.97,0.0,21.26,0.0,1.0,5511.0,1584.0,328.0,246.0,0.0,3353.0,5265.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SYR,"Syracuse, NY: Syracuse Hancock International",66.0,18.0,2.86,0.0,4.81,0.0,10.33,0.0,0.0,1667.0,257.0,0.0,203.0,0.0,1207.0,1464.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,TUL,"Tulsa, OK: Tulsa International",27.0,9.0,3.32,1.0,0.09,0.0,4.59,1.0,0.0,1953.0,483.0,886.0,21.0,0.0,563.0,1932.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,TVC,"Traverse City, MI: Cherry Capital",53.0,17.0,4.99,0.77,5.03,0.0,6.21,0.0,0.0,1260.0,425.0,17.0,236.0,0.0,582.0,1024.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,TYS,"Knoxville, TN: McGhee Tyson",31.0,5.0,1.37,0.0,1.97,0.0,1.66,0.0,0.0,317.0,106.0,0.0,62.0,0.0,149.0,255.0
2025,3,G7,GoJet Airlines LLC d/b/a United Express,XNA,"Fayetteville, AR: Northwest Arkansas National",62.0,11.0,4.05,0.22,1.4,0.0,5.33,1.0,0.0,1007.0,333.0,12.0,81.0,0.0,581.0,926.0
2025,3,HA,Hawaiian Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",9.0,3.0,1.57,0.43,0.0,0.0,1.0,0.0,0.0,181.0,104.0,61.0,0.0,0.0,16.0,181.0
2025,3,HA,Hawaiian Airlines Network,BOS,"Boston, MA: Logan International",18.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0,0.0,97.0
2025,3,HA,Hawaiian Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",2734.0,499.0,233.79,9.7,4.01,1.87,249.63,63.0,0.0,26003.0,11750.0,634.0,124.0,37.0,13458.0,25879.0
2025,3,HA,Hawaiian Airlines Network,ITO,"Hilo, HI: Hilo International",411.0,56.0,27.19,1.23,0.05,0.0,27.53,4.0,0.0,1945.0,775.0,123.0,2.0,0.0,1045.0,1943.0
2025,3,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.0,9.0,6.46,1.0,0.22,0.0,1.31,0.0,0.0,758.0,505.0,107.0,24.0,0.0,122.0,734.0
2025,3,HA,Hawaiian Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",681.0,100.0,49.21,2.33,0.8,0.0,47.67,24.0,0.0,5504.0,2528.0,213.0,17.0,0.0,2746.0,5487.0
2025,3,HA,Hawaiian Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",134.0,22.0,18.57,0.74,0.0,1.0,1.68,0.0,0.0,1018.0,711.0,98.0,0.0,143.0,66.0,1018.0
2025,3,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",199.0,48.0,32.14,0.83,0.0,0.98,14.05,0.0,0.0,2831.0,1885.0,15.0,0.0,40.0,891.0,2831.0
2025,3,HA,Hawaiian Airlines Network,LGB,"Long Beach, CA: Long Beach Airport",62.0,6.0,3.02,0.0,0.0,0.0,2.98,0.0,0.0,159.0,65.0,0.0,0.0,0.0,94.0,159.0
2025,3,HA,Hawaiian Airlines Network,LIH,"Lihue, HI: Lihue Airport",754.0,103.0,54.78,2.71,0.0,0.24,45.28,10.0,2.0,4226.0,1980.0,226.0,0.0,5.0,2015.0,4226.0
2025,3,HA,Hawaiian Airlines Network,OAK,"Oakland, CA: Metro Oakland International",91.0,12.0,6.71,0.0,0.0,0.43,4.87,0.0,0.0,703.0,301.0,0.0,0.0,15.0,387.0,703.0
2025,3,HA,Hawaiian Airlines Network,OGG,"Kahului, HI: Kahului Airport",1154.0,162.0,110.94,3.48,1.47,0.14,45.98,18.0,0.0,7531.0,4945.0,240.0,45.0,4.0,2297.0,7486.0
2025,3,HA,Hawaiian Airlines Network,ONT,"Ontario, CA: Ontario International",31.0,14.0,12.52,0.0,0.0,0.48,1.0,0.0,0.0,299.0,259.0,0.0,0.0,12.0,28.0,299.0
2025,3,HA,Hawaiian Airlines Network,PDX,"Portland, OR: Portland International",62.0,12.0,8.08,0.0,0.0,0.63,3.29,0.0,0.0,940.0,750.0,0.0,0.0,20.0,170.0,940.0
2025,3,HA,Hawaiian Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,365.0,45.0,101.0,0.0,0.0,219.0,365.0
2025,3,HA,Hawaiian Airlines Network,PPG,"Pago Pago, TT: Pago Pago International",13.0,3.0,2.07,0.93,0.0,0.0,0.0,0.0,0.0,356.0,101.0,255.0,0.0,0.0,0.0,356.0
2025,3,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.0,16.0,11.34,1.51,0.0,1.1,2.05,0.0,0.0,630.0,484.0,45.0,0.0,38.0,63.0,630.0
2025,3,HA,Hawaiian Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",75.0,24.0,17.72,0.0,0.96,1.0,4.32,0.0,0.0,881.0,494.0,0.0,47.0,17.0,323.0,834.0
2025,3,HA,Hawaiian Airlines Network,SFO,"San Francisco, CA: San Francisco International",74.0,21.0,14.27,0.07,0.0,1.0,5.66,0.0,0.0,539.0,346.0,2.0,0.0,22.0,169.0,539.0
2025,3,HA,Hawaiian Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",61.0,12.0,9.26,0.0,0.0,0.0,2.74,0.0,0.0,648.0,540.0,0.0,0.0,0.0,108.0,648.0
2025,3,HA,Hawaiian Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",31.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,251.0,79.0,0.0,0.0,0.0,172.0,251.0
2025,3,HA,Hawaiian Airlines Network,SMF,"Sacramento, CA: Sacramento International",93.0,14.0,11.08,0.0,0.0,0.0,2.92,0.0,0.0,472.0,381.0,0.0,0.0,0.0,91.0,472.0
2025,3,MQ,Envoy Air,ABI,"Abilene, TX: Abilene Regional",151.0,30.0,9.59,0.3,5.18,0.0,14.93,6.0,0.0,1347.0,409.0,25.0,178.0,0.0,735.0,1169.0
2025,3,MQ,Envoy Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",67.0,14.0,3.84,0.93,4.42,0.0,4.81,0.0,1.0,689.0,119.0,64.0,167.0,0.0,339.0,522.0
2025,3,MQ,Envoy Air,AGS,"Augusta, GA: Augusta Regional at Bush Field",31.0,5.0,0.34,1.0,2.26,0.0,1.4,2.0,0.0,245.0,34.0,78.0,94.0,0.0,39.0,151.0
2025,3,MQ,Envoy Air,ALB,"Albany, NY: Albany International",3.0,1.0,0.0,0.0,0.69,0.31,0.0,0.0,0.0,16.0,0.0,0.0,11.0,5.0,0.0,5.0
2025,3,MQ,Envoy Air,AMA,"Amarillo, TX: Rick Husband Amarillo International",186.0,42.0,10.52,2.19,10.92,0.0,18.37,9.0,0.0,1891.0,465.0,211.0,371.0,0.0,844.0,1520.0
2025,3,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",101.0,27.0,6.05,1.72,8.79,0.11,10.33,2.0,0.0,2101.0,454.0,144.0,633.0,27.0,843.0,1468.0
2025,3,MQ,Envoy Air,ATW,"Appleton, WI: Appleton International",96.0,20.0,4.91,1.51,6.31,0.0,7.27,0.0,1.0,1307.0,194.0,178.0,271.0,0.0,664.0,1036.0
2025,3,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",149.0,38.0,13.8,1.2,8.98,0.65,13.37,5.0,1.0,1821.0,656.0,65.0,207.0,33.0,860.0,1614.0
2025,3,MQ,Envoy Air,AVL,"Asheville, NC: Asheville Regional",147.0,24.0,7.26,0.84,9.94,0.0,5.97,2.0,1.0,1423.0,436.0,93.0,398.0,0.0,496.0,1025.0
2025,3,MQ,Envoy Air,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",57.0,11.0,2.18,0.32,2.95,0.0,5.55,1.0,0.0,899.0,95.0,50.0,212.0,0.0,542.0,687.0
2025,3,MQ,Envoy Air,BDL,"Hartford, CT: Bradley International",16.0,4.0,0.08,0.53,1.09,0.0,2.3,0.0,0.0,383.0,10.0,74.0,128.0,0.0,171.0,255.0
2025,3,MQ,Envoy Air,BFL,"Bakersfield, CA: Meadows Field",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,3,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",121.0,21.0,4.55,0.68,9.08,0.0,6.69,4.0,0.0,1185.0,255.0,77.0,491.0,0.0,362.0,694.0
2025,3,MQ,Envoy Air,BIL,"Billings, MT: Billings Logan International",93.0,17.0,2.33,0.73,4.41,0.0,9.53,1.0,0.0,690.0,72.0,15.0,158.0,0.0,445.0,532.0
2025,3,MQ,Envoy Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",62.0,9.0,1.99,0.95,2.89,0.0,3.17,1.0,0.0,592.0,191.0,38.0,129.0,0.0,234.0,463.0
2025,3,MQ,Envoy Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.0,11.0,2.28,0.15,2.5,0.0,6.06,1.0,0.0,617.0,59.0,16.0,205.0,0.0,337.0,412.0
2025,3,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",238.0,47.0,10.99,1.7,18.39,0.26,15.67,10.0,1.0,2840.0,579.0,213.0,909.0,27.0,1112.0,1931.0
2025,3,MQ,Envoy Air,BOI,"Boise, ID: Boise Air Terminal",13.0,3.0,0.18,0.0,1.97,0.0,0.85,0.0,0.0,100.0,3.0,0.0,62.0,0.0,35.0,38.0
2025,3,MQ,Envoy Air,BOS,"Boston, MA: Logan International",175.0,33.0,5.25,1.04,16.57,0.0,10.14,2.0,0.0,1653.0,291.0,42.0,818.0,0.0,502.0,835.0
2025,3,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International",71.0,9.0,1.26,0.47,4.26,0.0,3.01,2.0,1.0,596.0,130.0,27.0,90.0,0.0,349.0,506.0
2025,3,MQ,Envoy Air,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",91.0,17.0,4.49,1.81,4.71,0.0,5.99,2.0,0.0,899.0,245.0,52.0,185.0,0.0,417.0,714.0
2025,3,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International",108.0,24.0,7.34,3.25,8.26,0.0,5.15,0.0,0.0,1261.0,348.0,238.0,339.0,0.0,336.0,922.0
2025,3,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",117.0,27.0,6.69,0.7,9.82,0.0,9.79,1.0,1.0,1465.0,343.0,30.0,461.0,0.0,631.0,1004.0
2025,3,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",62.0,8.0,3.46,0.16,1.89,0.0,2.49,2.0,0.0,396.0,150.0,17.0,97.0,0.0,132.0,299.0
2025,3,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field",62.0,17.0,6.86,0.91,2.83,0.0,6.4,1.0,1.0,1217.0,411.0,29.0,191.0,0.0,586.0,1026.0
2025,3,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",56.0,6.0,1.0,0.0,1.16,0.0,3.84,0.0,0.0,484.0,36.0,0.0,133.0,0.0,315.0,351.0
2025,3,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",73.0,15.0,1.23,1.75,4.36,0.0,7.66,7.0,0.0,842.0,35.0,127.0,221.0,0.0,459.0,621.0
2025,3,MQ,Envoy Air,CLD,"Carlsbad, CA: McClellan-Palomar",62.0,8.0,2.58,0.0,1.0,0.0,4.42,0.0,1.0,485.0,146.0,0.0,15.0,0.0,324.0,470.0
2025,3,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",121.0,34.0,5.18,2.79,8.65,0.0,17.37,3.0,0.0,1784.0,462.0,236.0,401.0,0.0,685.0,1383.0
2025,3,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",514.0,97.0,13.85,7.95,41.26,0.0,33.94,1.0,0.0,5549.0,1480.0,432.0,1276.0,0.0,2361.0,4273.0
2025,3,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",282.0,78.0,17.5,5.04,19.43,0.0,36.03,5.0,0.0,4976.0,1031.0,385.0,918.0,0.0,2642.0,4058.0
2025,3,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",116.0,21.0,5.56,4.28,2.94,0.0,8.22,1.0,0.0,1101.0,180.0,463.0,103.0,0.0,355.0,998.0
2025,3,MQ,Envoy Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,3,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional",121.0,25.0,6.27,3.57,6.22,0.94,8.0,7.0,0.0,1277.0,275.0,154.0,283.0,60.0,505.0,994.0
2025,3,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",213.0,45.0,12.36,2.85,10.77,0.0,19.01,6.0,0.0,2303.0,676.0,92.0,366.0,0.0,1169.0,1937.0
2025,3,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",221.0,53.0,8.37,1.81,14.24,0.0,28.58,4.0,0.0,3486.0,393.0,581.0,647.0,0.0,1865.0,2839.0
2025,3,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",26.0,5.0,2.06,0.0,0.0,0.0,2.94,0.0,0.0,289.0,39.0,0.0,0.0,0.0,250.0,289.0
2025,3,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International",22.0,3.0,1.18,0.0,1.0,0.0,0.82,2.0,0.0,121.0,45.0,0.0,31.0,0.0,45.0,90.0
2025,3,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",332.0,52.0,7.92,2.01,20.48,0.71,20.88,5.0,3.0,3469.0,293.0,146.0,865.0,20.0,2145.0,2604.0
2025,3,MQ,Envoy Air,DEN,"Denver, CO: Denver International",28.0,11.0,1.4,0.05,5.1,0.0,4.45,0.0,0.0,385.0,39.0,2.0,186.0,0.0,158.0,199.0
2025,3,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5548.0,998.0,204.77,98.28,294.16,5.09,395.71,220.0,15.0,72786.0,20490.0,11359.0,13849.0,142.0,26946.0,58937.0
2025,3,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",187.0,30.0,4.79,0.43,8.57,0.0,16.21,7.0,1.0,1484.0,144.0,43.0,252.0,0.0,1045.0,1232.0
2025,3,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",156.0,32.0,3.31,3.06,9.88,1.0,14.76,2.0,0.0,1798.0,171.0,221.0,454.0,39.0,913.0,1344.0
2025,3,MQ,Envoy Air,ECP,"Panama City, FL: Northwest Florida Beaches International",32.0,4.0,1.01,0.0,2.6,0.0,0.39,3.0,0.0,156.0,26.0,0.0,121.0,0.0,9.0,35.0
2025,3,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International",76.0,10.0,3.42,0.66,4.16,0.0,1.76,1.0,0.0,402.0,97.0,51.0,137.0,0.0,117.0,265.0
2025,3,MQ,Envoy Air,EUG,"Eugene, OR: Mahlon Sweet Field",26.0,5.0,1.01,0.0,0.44,0.0,3.55,0.0,0.0,407.0,55.0,0.0,31.0,0.0,321.0,376.0
2025,3,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",62.0,9.0,0.5,0.0,4.48,0.0,4.02,2.0,0.0,401.0,41.0,0.0,202.0,0.0,158.0,199.0
2025,3,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",117.0,34.0,5.09,3.36,15.67,0.0,9.87,2.0,1.0,2057.0,272.0,209.0,906.0,0.0,670.0,1151.0
2025,3,MQ,Envoy Air,EYW,"Key West, FL: Key West International",198.0,37.0,5.89,0.48,26.18,0.0,4.44,2.0,4.0,1698.0,248.0,27.0,1273.0,0.0,150.0,425.0
2025,3,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",214.0,48.0,11.69,1.48,17.48,0.0,17.35,6.0,1.0,2431.0,476.0,98.0,811.0,0.0,1046.0,1620.0
2025,3,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",115.0,24.0,5.82,1.44,7.16,0.0,9.58,4.0,0.0,1053.0,182.0,88.0,234.0,0.0,549.0,819.0
2025,3,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",93.0,14.0,5.39,2.72,2.67,0.0,3.22,2.0,0.0,656.0,260.0,180.0,84.0,0.0,132.0,572.0
2025,3,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International",93.0,18.0,8.64,0.43,5.44,0.0,3.49,3.0,0.0,814.0,376.0,25.0,223.0,0.0,190.0,591.0
2025,3,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",62.0,16.0,5.23,0.0,2.43,0.0,8.34,5.0,0.0,653.0,230.0,0.0,72.0,0.0,351.0,581.0
2025,3,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",31.0,7.0,3.57,0.0,1.67,0.0,1.76,0.0,0.0,305.0,141.0,0.0,80.0,0.0,84.0,225.0
2025,3,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",41.0,13.0,1.42,0.74,2.86,0.0,7.98,2.0,0.0,830.0,128.0,131.0,115.0,0.0,456.0,715.0
2025,3,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",119.0,27.0,7.86,1.11,7.17,0.0,10.86,2.0,1.0,1476.0,400.0,186.0,251.0,0.0,639.0,1225.0
2025,3,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",61.0,11.0,0.24,0.7,1.72,0.0,8.34,0.0,0.0,579.0,19.0,64.0,103.0,0.0,393.0,476.0
2025,3,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",108.0,27.0,8.7,0.86,6.83,0.0,10.61,0.0,0.0,1496.0,494.0,48.0,391.0,0.0,563.0,1105.0
2025,3,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",153.0,30.0,8.3,2.0,9.24,0.0,10.45,2.0,0.0,1194.0,342.0,96.0,290.0,0.0,466.0,904.0
2025,3,MQ,Envoy Air,HDN,"Hayden, CO: Yampa Valley",31.0,10.0,2.77,1.67,4.97,0.0,0.59,0.0,1.0,396.0,119.0,74.0,187.0,0.0,16.0,209.0
2025,3,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport",88.0,12.0,4.66,1.66,2.43,0.0,3.25,0.0,1.0,618.0,121.0,271.0,103.0,0.0,123.0,515.0
2025,3,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",125.0,34.0,8.64,1.76,17.2,0.0,6.4,5.0,0.0,1629.0,367.0,103.0,802.0,0.0,357.0,827.0
2025,3,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",124.0,21.0,4.02,2.07,8.76,0.0,6.15,7.0,6.0,1697.0,236.0,404.0,292.0,0.0,765.0,1405.0
2025,3,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International",124.0,20.0,5.32,2.32,3.12,0.0,9.23,19.0,0.0,1217.0,249.0,160.0,164.0,0.0,644.0,1053.0
2025,3,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",121.0,21.0,3.92,0.04,7.84,0.0,9.2,6.0,0.0,733.0,113.0,5.0,232.0,0.0,383.0,501.0
2025,3,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",127.0,22.0,6.74,0.4,8.16,0.0,6.7,3.0,1.0,839.0,202.0,39.0,299.0,0.0,299.0,540.0
2025,3,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",175.0,40.0,9.96,1.64,9.73,0.0,18.67,6.0,0.0,2188.0,474.0,82.0,471.0,0.0,1161.0,1717.0
2025,3,MQ,Envoy Air,ILM,"Wilmington, NC: Wilmington International",124.0,24.0,2.19,1.61,12.09,0.0,8.11,1.0,0.0,1883.0,199.0,560.0,508.0,0.0,616.0,1375.0
2025,3,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",104.0,20.0,6.15,0.19,5.85,0.0,7.81,0.0,0.0,1511.0,603.0,17.0,164.0,0.0,727.0,1347.0
